Study_Network_id,n_plants_total,total_pollinator_richness,n_plants_sampled,captured_pollinator_richness,repetition,sampling_proportion,sampling_percent,pollinator_richness_captured_percent
5_Marini_UNIPD02 AN_2019,12,20,5,11,31,0.4,40,55
5_Marini_UNIPD02 AO_2019,18,29,8,19,31,0.4,40,65.51724137931035
5_Marini_UNIPD02 AP_2019,16,18,7,7,31,0.4,40,38.888888888888886
5_Marini_UNIPD02 AQ_2019,15,24,6,10,31,0.4,40,41.666666666666664
5_Marini_UNIPD02 AS_2019,14,22,6,10,31,0.4,40,45.45454545454545
5_Marini_UNIPD02 AT_2019,16,26,7,19,31,0.4,40,73.07692307692308
5_Marini_UNIPD02 AV_2019,10,13,4,6,31,0.4,40,46.15384615384615
5_Marini_UNIPD02 A_2019,17,35,7,20,31,0.4,40,57.142857142857146
5_Marini_UNIPD02 B_2019,21,32,9,19,31,0.4,40,59.375
5_Marini_UNIPD02 C_2019,19,35,8,30,31,0.4,40,85.71428571428571
5_Marini_UNIPD02 D_2019,17,32,7,16,31,0.4,40,50
5_Marini_UNIPD02 E_2019,12,32,5,18,31,0.4,40,56.25
5_Marini_UNIPD02 G_2019,19,27,8,15,31,0.4,40,55.55555555555556
5_Marini_UNIPD02 H_2019,15,21,6,12,31,0.4,40,57.142857142857146
5_Marini_UNIPD02 I_2019,16,35,7,13,31,0.4,40,37.142857142857146
5_Marini_UNIPD02 K_2019,16,31,7,9,31,0.4,40,29.032258064516128
5_Marini_UNIPD02 L_2019,13,20,6,10,31,0.4,40,50
5_Marini_UNIPD02 M_2019,26,35,11,15,31,0.4,40,42.857142857142854
5_Marini_UNIPD02 N_2019,17,20,7,10,31,0.4,40,50
5_Marini_UNIPD02 O_2019,19,31,8,14,31,0.4,40,45.16129032258065
5_Marini_UNIPD02 P_2019,15,24,6,6,31,0.4,40,25
5_Marini_UNIPD02 Q_2019,18,22,8,7,31,0.4,40,31.818181818181817
5_Marini_UNIPD02 S_2019,22,31,9,20,31,0.4,40,64.51612903225806
5_Marini_UNIPD02 T_2019,21,18,9,14,31,0.4,40,77.77777777777777
5_Marini_UNIPD02 U_2019,28,23,12,11,31,0.4,40,47.82608695652174
5_Marini_UNIPD02 V_2019,29,39,12,23,31,0.4,40,58.97435897435897
5_Marini_UNIPD02 W_2019,21,36,9,10,31,0.4,40,27.77777777777778
5_Marini_UNIPD02 X_2019,27,41,11,26,31,0.4,40,63.41463414634146
5_Marini_UNIPD02 Y_2019,20,45,8,25,31,0.4,40,55.55555555555556
5_Marini_UNIPD02 Z_2019,15,27,6,8,31,0.4,40,29.62962962962963
6_Marini_UNIPD03 CD13_2020,13,25,6,22,31,0.4,40,88
6_Marini_UNIPD03 CD14_2020,18,30,8,13,31,0.4,40,43.333333333333336
6_Marini_UNIPD03 CD15_2020,24,43,10,40,31,0.4,40,93.02325581395348
6_Marini_UNIPD03 CD16_2020,26,52,11,36,31,0.4,40,69.23076923076923
6_Marini_UNIPD03 CD17_2020,27,51,11,27,31,0.4,40,52.94117647058823
6_Marini_UNIPD03 CD20_2020,17,44,7,26,31,0.4,40,59.09090909090909
6_Marini_UNIPD03 CD22_2020,22,24,9,15,31,0.4,40,62.5
6_Marini_UNIPD03 CD23_2020,23,39,10,27,31,0.4,40,69.23076923076923
6_Marini_UNIPD03 CD26_2020,11,26,5,8,31,0.4,40,30.76923076923077
6_Marini_UNIPD03 CD27_2020,23,34,10,13,31,0.4,40,38.23529411764706
6_Marini_UNIPD03 CD28_2020,27,42,11,26,31,0.4,40,61.904761904761905
6_Marini_UNIPD03 CD29_2020,21,35,9,23,31,0.4,40,65.71428571428571
6_Marini_UNIPD03 CD2_2020,10,22,4,16,31,0.4,40,72.72727272727273
6_Marini_UNIPD03 CD34_2020,14,45,6,28,31,0.4,40,62.22222222222222
6_Marini_UNIPD03 D11_2020,13,28,6,15,31,0.4,40,53.57142857142857
6_Marini_UNIPD03 D17_2020,10,26,4,19,31,0.4,40,73.07692307692308
6_Marini_UNIPD03 D21_2020,11,23,5,15,31,0.4,40,65.21739130434783
6_Marini_UNIPD03 D24_2020,17,33,7,27,31,0.4,40,81.81818181818181
6_Marini_UNIPD03 D28_2020,19,32,8,13,31,0.4,40,40.625
6_Marini_UNIPD03 D29_2020,15,28,6,8,31,0.4,40,28.571428571428573
6_Marini_UNIPD03 D34_2020,13,37,6,26,31,0.4,40,70.27027027027027
6_Marini_UNIPD03 D35_2020,13,24,6,10,31,0.4,40,41.666666666666664
6_Marini_UNIPD03 D5_2020,17,30,7,16,31,0.4,40,53.333333333333336
6_Marini_UNIPD03 D8_2020,11,18,5,10,31,0.4,40,55.55555555555556
6_Marini_UNIPD03 E14_2020,19,34,8,17,31,0.4,40,50
6_Marini_UNIPD03 E19_2020,19,28,8,19,31,0.4,40,67.85714285714286
6_Marini_UNIPD03 E25_2020,17,24,7,15,31,0.4,40,62.5
6_Marini_UNIPD03 E26_2020,24,45,10,38,31,0.4,40,84.44444444444444
6_Marini_UNIPD03 E31_2020,13,22,6,19,31,0.4,40,86.36363636363636
6_Marini_UNIPD03 E32_2020,10,20,4,7,31,0.4,40,35
6_Marini_UNIPD03 E33_2020,13,40,6,19,31,0.4,40,47.5
6_Marini_UNIPD03 E35_2020,14,36,6,10,31,0.4,40,27.77777777777778
6_Marini_UNIPD03 E36_2020,11,42,5,33,31,0.4,40,78.57142857142857
7_Scheper_Chize_10_Field_boundary_2015,37,22,15,9,31,0.4,40,40.90909090909091
7_Scheper_Chize_12_Field_boundary_2015,34,34,14,16,31,0.4,40,47.05882352941177
7_Scheper_Chize_14_Field_boundary_2015,35,38,14,6,31,0.4,40,15.789473684210526
7_Scheper_Chize_19_Field_boundary_2015,32,22,13,4,31,0.4,40,18.181818181818183
7_Scheper_Chize_1_Field_boundary_2015,25,22,10,10,31,0.4,40,45.45454545454545
7_Scheper_Chize_1_Grassland_2015,14,22,6,4,31,0.4,40,18.181818181818183
7_Scheper_Chize_25_Field_boundary_2015,31,27,13,12,31,0.4,40,44.44444444444444
7_Scheper_Chize_4_Field_boundary_2015,25,21,10,9,31,0.4,40,42.857142857142854
7_Scheper_Chize_5_Field_boundary_2015,32,21,13,12,31,0.4,40,57.142857142857146
7_Scheper_Chize_6_Field_boundary_2015,31,35,13,20,31,0.4,40,57.142857142857146
11_Clough_ASK_2021_2021,16,19,8,13,31,0.45,45,68.42105263157895
11_Clough_HAM_2021_2021,24,38,11,20,31,0.45,45,52.63157894736842
11_Clough_KOM_2021_2021,22,23,10,5,31,0.45,45,21.73913043478261
11_Clough_LOB_2021_2021,21,19,10,9,31,0.45,45,47.36842105263158
11_Clough_PET_2021_2021,30,36,14,15,31,0.45,45,41.666666666666664
11_Clough_TAG_2021_2021,28,35,13,16,31,0.45,45,45.714285714285715
12_Ockinger_Norrang_Ryckelsby_Og,25,21,12,10,31,0.45,45,47.61904761904762
12_Ockinger_Sattra_Og,26,11,12,8,31,0.45,45,72.72727272727273
12_Ockinger_St_Tadinge,28,18,13,9,31,0.45,45,50
12_Ockinger_Tjalinge_Skogstibble,35,18,16,7,31,0.45,45,38.888888888888886
20_Hoiss_H5_2010,25,81,12,46,31,0.45,45,56.79012345679013
20_Hoiss_H6_2010,36,36,17,17,31,0.45,45,47.22222222222222
20_Hoiss_H7_2010,31,38,14,19,31,0.45,45,50
20_Hoiss_HO1_2010,30,52,14,16,31,0.45,45,30.76923076923077
20_Hoiss_HO5_2010,50,57,23,30,31,0.45,45,52.63157894736842
20_Hoiss_T4_2010,32,61,15,14,31,0.45,45,22.950819672131146
22_Kallnik_h1_2012,87,11,40,7,31,0.45,45,63.63636363636363
22_Kallnik_h2_2011,54,11,25,9,31,0.45,45,81.81818181818181
22_Kallnik_h3_2011,71,10,32,8,31,0.45,45,80
22_Kallnik_h4_2010,96,10,44,7,31,0.45,45,70
22_Kallnik_h4_2011,85,10,39,8,31,0.45,45,80
22_Kallnik_h5_2011,54,11,25,10,31,0.45,45,90.9090909090909
22_Kallnik_h5_2012,78,11,36,8,31,0.45,45,72.72727272727273
22_Kallnik_h6_2011,69,10,32,9,31,0.45,45,90
22_Kallnik_h7_2011,63,10,29,8,31,0.45,45,80
22_Kallnik_ho2_2011,68,10,31,8,31,0.45,45,80
22_Kallnik_ho3_2011,49,12,23,10,31,0.45,45,83.33333333333333
22_Kallnik_ho3_2012,61,10,28,9,31,0.45,45,90
22_Kallnik_ho4_2010,76,10,35,6,31,0.45,45,60
22_Kallnik_ho4_2011,71,13,32,12,31,0.45,45,92.3076923076923
22_Kallnik_ho4_2012,79,12,36,8,31,0.45,45,66.66666666666667
22_Kallnik_ho5_2011,59,12,27,9,31,0.45,45,75
22_Kallnik_wma3_2011,53,10,24,8,31,0.45,45,80
22_Kallnik_wma3_2012,71,10,32,6,31,0.45,45,60
22_Kallnik_wma4_2011,50,11,23,3,31,0.45,45,27.272727272727273
22_Kallnik_wma5_2011,55,10,25,9,31,0.45,45,90
22_Kallnik_wmb1_2012,92,11,42,10,31,0.45,45,90.9090909090909
22_Kallnik_wmb2_2011,89,12,41,8,31,0.45,45,66.66666666666667
22_Kallnik_wmb2_2012,108,11,49,8,31,0.45,45,72.72727272727273
22_Kallnik_wmb3_2011,90,10,41,9,31,0.45,45,90
22_Kallnik_wmb3_2012,106,10,48,9,31,0.45,45,90
22_Kallnik_wmb4_2010,84,12,38,7,31,0.45,45,58.333333333333336
22_Kallnik_wmb4_2011,78,13,36,11,31,0.45,45,84.61538461538461
22_Kallnik_wmb4_2012,87,11,40,9,31,0.45,45,81.81818181818181
22_Kallnik_wmb5_2010,91,11,41,10,31,0.45,45,90.9090909090909
22_Kallnik_wmb5_2011,82,11,37,11,31,0.45,45,100
22_Kallnik_wmb5_2012,90,11,41,10,31,0.45,45,90.9090909090909
28_Sutter_10_2013,44,16,20,12,31,0.45,45,75
28_Sutter_11_2013,38,14,18,10,31,0.45,45,71.42857142857143
28_Sutter_12_2013,34,12,16,6,31,0.45,45,50
28_Sutter_13_2013,45,13,21,11,31,0.45,45,84.61538461538461
28_Sutter_13_2014,30,11,14,5,31,0.45,45,45.45454545454545
28_Sutter_14_2013,20,12,9,6,31,0.45,45,50
28_Sutter_17_2013,47,17,22,10,31,0.45,45,58.8235294117647
28_Sutter_19_2013,35,20,16,11,31,0.45,45,55
28_Sutter_1_2013,46,14,21,8,31,0.45,45,57.142857142857146
28_Sutter_20_2013,24,15,11,13,31,0.45,45,86.66666666666667
28_Sutter_21_2013,43,16,20,5,31,0.45,45,31.25
28_Sutter_2_2013,29,15,14,12,31,0.45,45,80
28_Sutter_3_2013,34,21,16,8,31,0.45,45,38.095238095238095
28_Sutter_5_2013,50,23,23,12,31,0.45,45,52.17391304347826
28_Sutter_8_2013,34,17,16,12,31,0.45,45,70.58823529411765
28_Sutter_8_2014,22,18,10,5,31,0.45,45,27.77777777777778
29_Magrach_Gibraleon_2011,16,27,8,16,31,0.45,45,59.25925925925926
29_Magrach_Gravera_2011,18,25,9,8,31,0.45,45,32
29_Magrach_Niebla_2011,18,31,9,21,31,0.45,45,67.74193548387096
29_Magrach_Niebla_2012,21,26,10,14,31,0.45,45,53.84615384615385
29_Magrach_Villablanca_2011,18,22,9,13,31,0.45,45,59.09090909090909
2_Petanidou_Armolia_2015,37,73,17,31,31,0.45,45,42.465753424657535
2_Petanidou_Emborios_2015,21,80,10,68,31,0.45,45,85
2_Petanidou_Gridia_2015,38,73,18,45,31,0.45,45,61.64383561643836
2_Petanidou_Kato Fana_2015,14,60,7,48,31,0.45,45,80
2_Petanidou_Palios Katarraktis_2015,39,73,18,32,31,0.45,45,43.83561643835616
2_Petanidou_Vessa 2_2015,28,98,13,55,31,0.45,45,56.12244897959184
30_Smith_lsk48_2012,30,22,14,8,31,0.45,45,36.36363636363637
30_Smith_lsk57_2011,33,20,15,11,31,0.45,45,55
30_Smith_lsk73_2012,28,19,13,8,31,0.45,45,42.10526315789474
30_Smith_lsk74_2012,27,26,13,15,31,0.45,45,57.69230769230769
30_Smith_lsk77_2011,22,19,10,9,31,0.45,45,47.36842105263158
30_Smith_lsk77_2012,42,25,19,12,31,0.45,45,48
31_Roberts_Hunt_2013,44,12,20,9,31,0.45,45,75
31_Roberts_Jefferies_2013,31,13,14,5,31,0.45,45,38.46153846153846
31_Roberts_Livingstone_far_2012,30,12,14,6,31,0.45,45,50
31_Roberts_Livingstone_house_2012,30,14,14,9,31,0.45,45,64.28571428571429
31_Roberts_Mearns_2013,32,19,15,17,31,0.45,45,89.47368421052632
31_Roberts_White_left_2012,42,19,19,9,31,0.45,45,47.36842105263158
36_Larkin_Barracks.Lyan.Co.Clare_13.2017_GS1,13,11,6,8,31,0.45,45,72.72727272727273
36_Larkin_Glencolumbkille.South.Carron.Co.Clare_20.2017_GS1,12,13,6,8,31,0.45,45,61.53846153846154
37_White_An,15,23,7,17,31,0.45,45,73.91304347826087
37_White_Bl,19,27,9,16,31,0.45,45,59.25925925925926
37_White_Bn,20,26,9,13,31,0.45,45,50
37_White_CW,26,33,12,23,31,0.45,45,69.6969696969697
37_White_Ce,18,20,9,15,31,0.45,45,75
37_White_Cn,29,34,14,29,31,0.45,45,85.29411764705883
37_White_ED,13,19,6,8,31,0.45,45,42.10526315789474
37_White_Fs,22,21,10,17,31,0.45,45,80.95238095238095
37_White_JK,25,24,12,10,31,0.45,45,41.666666666666664
37_White_Kr,29,17,14,14,31,0.45,45,82.3529411764706
37_White_ND,25,22,12,17,31,0.45,45,77.27272727272727
37_White_NG,21,25,10,13,31,0.45,45,52
37_White_Pn,12,17,6,9,31,0.45,45,52.94117647058823
37_White_WD,15,23,7,11,31,0.45,45,47.82608695652174
38_Maurer_A1,47,27,22,20,31,0.45,45,74.07407407407408
38_Maurer_A2,76,40,35,30,31,0.45,45,75
38_Maurer_A3,69,31,32,17,31,0.45,45,54.83870967741935
38_Maurer_A4,58,31,27,22,31,0.45,45,70.96774193548387
38_Maurer_R1,72,42,33,18,31,0.45,45,42.857142857142854
38_Maurer_R2,54,51,25,26,31,0.45,45,50.98039215686274
38_Maurer_R3,95,48,43,32,31,0.45,45,66.66666666666667
38_Maurer_R4,66,37,30,19,31,0.45,45,51.351351351351354
38_Maurer_U2,113,64,51,42,31,0.45,45,65.625
38_Maurer_U3,92,49,42,23,31,0.45,45,46.93877551020408
39_Schweiger_I1_ruderal_1_2021,23,20,11,8,31,0.45,45,40
39_Schweiger_I2_semi.natural.grass_5_2021,18,27,9,6,31,0.45,45,22.22222222222222
39_Schweiger_I2_woodland.scrub_1_2021,23,22,11,15,31,0.45,45,68.18181818181819
39_Schweiger_I4_woodland.scrub_3_2021,22,21,10,13,31,0.45,45,61.904761904761905
39_Schweiger_R1_semi.natural.grass_4_2021,15,23,7,14,31,0.45,45,60.869565217391305
39_Schweiger_R4_semi.natural.grass_2_2021,11,25,5,19,31,0.45,45,76
40_Knight_Ghe_ari_2017,30,129,14,89,31,0.45,45,68.9922480620155
41_Knight_1 wooded meadow_2018,39,37,18,16,31,0.45,45,43.24324324324324
41_Knight_2 alvar pasture_2018,32,17,15,12,31,0.45,45,70.58823529411765
41_Knight_3 alvar pasture_2018,21,34,10,7,31,0.45,45,20.58823529411765
41_Knight_4 wooded meadow_2018,30,23,14,23,31,0.45,45,100
41_Knight_5 wooded meadow_2018,27,47,13,17,31,0.45,45,36.170212765957444
41_Knight_6 alvar pasture_2018,37,23,17,11,31,0.45,45,47.82608695652174
42_Knight_M1Restored_2019,45,25,21,16,31,0.45,45,64
42_Knight_M2Natural_2019,31,19,14,16,31,0.45,45,84.21052631578948
42_Knight_M3Natural_2019,37,17,17,11,31,0.45,45,64.70588235294117
42_Knight_M4Restored_2019,33,19,15,15,31,0.45,45,78.94736842105263
42_Knight_M5Restored_2019,37,21,17,7,31,0.45,45,33.333333333333336
42_Knight_M6Natural_2019,47,35,22,17,31,0.45,45,48.57142857142857
42_Knight_M8Restored_2019,32,15,15,8,31,0.45,45,53.333333333333336
44_Knight_M11_2018,46,33,21,15,31,0.45,45,45.45454545454545
44_Knight_M12_2018,43,55,20,28,31,0.45,45,50.90909090909091
44_Knight_M13_2018,32,23,15,10,31,0.45,45,43.47826086956522
44_Knight_M15_2018,45,58,21,42,31,0.45,45,72.41379310344827
44_Knight_M16_2018,50,50,23,23,31,0.45,45,46
44_Knight_M17_2018,33,48,15,26,31,0.45,45,54.166666666666664
44_Knight_M18_2018,39,44,18,28,31,0.45,45,63.63636363636363
44_Knight_M1_2018,23,37,11,25,31,0.45,45,67.56756756756756
44_Knight_M3_2018,57,63,26,27,31,0.45,45,42.857142857142854
44_Knight_M4_2018,46,56,21,30,31,0.45,45,53.57142857142857
44_Knight_M6_2018,69,33,32,21,31,0.45,45,63.63636363636363
44_Knight_M8_2018,67,41,31,23,31,0.45,45,56.09756097560975
45_Knight_Hermanovice_meadow_2018,32,47,15,6,31,0.45,45,12.76595744680851
45_Knight_HorniGrunt_meadow_2018,26,38,12,15,31,0.45,45,39.473684210526315
45_Knight_Mnichov_meadow_2018,29,53,14,33,31,0.45,45,62.264150943396224
46_Knight_Gora_Gipsowa_2018,37,41,17,5,31,0.45,45,12.195121951219512
47_Benadi_1,81,190,37,100,31,0.45,45,52.63157894736842
47_Benadi_2,54,162,25,112,31,0.45,45,69.1358024691358
47_Benadi_3,67,150,31,105,31,0.45,45,70
47_Benadi_4,55,144,25,101,31,0.45,45,70.13888888888889
47_Benadi_5,68,131,31,64,31,0.45,45,48.85496183206107
47_Benadi_6,63,96,29,50,31,0.45,45,52.083333333333336
4_Marini_UNIPD01 A_2018,23,69,11,26,31,0.45,45,37.68115942028985
4_Marini_UNIPD01 An_2018,27,54,13,45,31,0.45,45,83.33333333333333
4_Marini_UNIPD01 B_2018,29,58,14,27,31,0.45,45,46.55172413793103
4_Marini_UNIPD01 Bn_2018,32,90,15,49,31,0.45,45,54.44444444444444
4_Marini_UNIPD01 C_2018,37,67,17,40,31,0.45,45,59.701492537313435
4_Marini_UNIPD01 Cn_2018,30,65,14,46,31,0.45,45,70.76923076923077
4_Marini_UNIPD01 E_2018,46,73,21,46,31,0.45,45,63.013698630136986
4_Marini_UNIPD01 En_2018,40,67,18,35,31,0.45,45,52.23880597014925
4_Marini_UNIPD01 F_2018,25,32,12,25,31,0.45,45,78.125
4_Marini_UNIPD01 Fn_2018,29,31,14,21,31,0.45,45,67.74193548387096
4_Marini_UNIPD01 G_2018,25,56,12,36,31,0.45,45,64.28571428571429
4_Marini_UNIPD01 Gn_2018,28,45,13,23,31,0.45,45,51.111111111111114
4_Marini_UNIPD01 H_2018,50,98,23,39,31,0.45,45,39.795918367346935
4_Marini_UNIPD01 Hn_2018,38,82,18,49,31,0.45,45,59.75609756097561
4_Marini_UNIPD01 I_2018,33,74,15,35,31,0.45,45,47.2972972972973
4_Marini_UNIPD01 In_2018,44,93,20,63,31,0.45,45,67.74193548387096
50_Hervias-Parejo_Cala Tirant_2021,18,77,9,39,31,0.45,45,50.64935064935065
50_Hervias-Parejo_Llucalari_2021,11,62,5,40,31,0.45,45,64.51612903225806
50_Hervias-Parejo_Sa Bassa_2021,15,81,7,21,31,0.45,45,25.925925925925927
50_Hervias-Parejo_Salinas_2021,27,95,13,23,31,0.45,45,24.210526315789473
50_Hervias-Parejo_Torre Fornells_2021,21,83,10,41,31,0.45,45,49.397590361445786
50_Hervias-Parejo_coast Son Bou_2021,10,46,5,29,31,0.45,45,63.04347826086956
51_Petanidou_Pyrgos_2013,39,66,18,26,31,0.45,45,39.39393939393939
51_Petanidou_Sigri 3_2012,28,51,13,30,31,0.45,45,58.8235294117647
54_Lazaro_AloeVera_2018_2018,11,60,5,10,31,0.45,45,16.666666666666668
54_Lazaro_SonBaco_2018_2018,14,73,7,12,31,0.45,45,16.438356164383563
54_Lazaro_SonMutNou_2018_2018,12,69,6,28,31,0.45,45,40.57971014492754
54_Lazaro_UIB_2018_2018,20,72,9,54,31,0.45,45,75
5_Marini_UNIPD02 AA_2019,24,24,11,17,31,0.45,45,70.83333333333333
5_Marini_UNIPD02 AB_2019,26,16,12,9,31,0.45,45,56.25
5_Marini_UNIPD02 AC_2019,31,23,14,10,31,0.45,45,43.47826086956522
5_Marini_UNIPD02 AD_2019,20,14,9,5,31,0.45,45,35.714285714285715
5_Marini_UNIPD02 AE_2019,19,35,9,15,31,0.45,45,42.857142857142854
5_Marini_UNIPD02 AF_2019,16,24,8,11,31,0.45,45,45.833333333333336
5_Marini_UNIPD02 AG_2019,25,52,12,25,31,0.45,45,48.07692307692308
5_Marini_UNIPD02 AH_2019,22,35,10,12,31,0.45,45,34.285714285714285
5_Marini_UNIPD02 AI_2019,21,16,10,12,31,0.45,45,75
5_Marini_UNIPD02 AJ_2019,10,31,5,25,31,0.45,45,80.64516129032258
5_Marini_UNIPD02 AK_2019,10,21,5,10,31,0.45,45,47.61904761904762
5_Marini_UNIPD02 AL_2019,27,39,13,26,31,0.45,45,66.66666666666667
5_Marini_UNIPD02 AM_2019,31,34,14,22,31,0.45,45,64.70588235294117
5_Marini_UNIPD02 AN_2019,12,20,6,15,31,0.45,45,75
5_Marini_UNIPD02 AO_2019,18,29,9,14,31,0.45,45,48.275862068965516
5_Marini_UNIPD02 AP_2019,16,18,8,12,31,0.45,45,66.66666666666667
5_Marini_UNIPD02 AQ_2019,15,24,7,10,31,0.45,45,41.666666666666664
5_Marini_UNIPD02 AS_2019,14,22,7,12,31,0.45,45,54.54545454545455
5_Marini_UNIPD02 AT_2019,16,26,8,20,31,0.45,45,76.92307692307692
5_Marini_UNIPD02 AV_2019,10,13,5,8,31,0.45,45,61.53846153846154
5_Marini_UNIPD02 A_2019,17,35,8,18,31,0.45,45,51.42857142857143
5_Marini_UNIPD02 B_2019,21,32,10,21,31,0.45,45,65.625
5_Marini_UNIPD02 C_2019,19,35,9,14,31,0.45,45,40
5_Marini_UNIPD02 D_2019,17,32,8,17,31,0.45,45,53.125
5_Marini_UNIPD02 E_2019,12,32,6,15,31,0.45,45,46.875
5_Marini_UNIPD02 G_2019,19,27,9,14,31,0.45,45,51.851851851851855
5_Marini_UNIPD02 H_2019,15,21,7,16,31,0.45,45,76.19047619047619
5_Marini_UNIPD02 I_2019,16,35,8,27,31,0.45,45,77.14285714285714
5_Marini_UNIPD02 K_2019,16,31,8,15,31,0.45,45,48.38709677419355
5_Marini_UNIPD02 L_2019,13,20,6,14,31,0.45,45,70
5_Marini_UNIPD02 M_2019,26,35,12,14,31,0.45,45,40
5_Marini_UNIPD02 N_2019,17,20,8,8,31,0.45,45,40
5_Marini_UNIPD02 O_2019,19,31,9,19,31,0.45,45,61.29032258064516
5_Marini_UNIPD02 P_2019,15,24,7,11,31,0.45,45,45.833333333333336
5_Marini_UNIPD02 Q_2019,18,22,9,19,31,0.45,45,86.36363636363636
5_Marini_UNIPD02 S_2019,22,31,10,16,31,0.45,45,51.61290322580645
5_Marini_UNIPD02 T_2019,21,18,10,11,31,0.45,45,61.111111111111114
5_Marini_UNIPD02 U_2019,28,23,13,14,31,0.45,45,60.869565217391305
5_Marini_UNIPD02 V_2019,29,39,14,31,31,0.45,45,79.48717948717949
5_Marini_UNIPD02 W_2019,21,36,10,12,31,0.45,45,33.333333333333336
5_Marini_UNIPD02 X_2019,27,41,13,29,31,0.45,45,70.73170731707317
5_Marini_UNIPD02 Y_2019,20,45,9,26,31,0.45,45,57.77777777777778
5_Marini_UNIPD02 Z_2019,15,27,7,12,31,0.45,45,44.44444444444444
6_Marini_UNIPD03 CD13_2020,13,25,6,11,31,0.45,45,44
6_Marini_UNIPD03 CD14_2020,18,30,9,25,31,0.45,45,83.33333333333333
6_Marini_UNIPD03 CD15_2020,24,43,11,19,31,0.45,45,44.18604651162791
6_Marini_UNIPD03 CD16_2020,26,52,12,38,31,0.45,45,73.07692307692308
6_Marini_UNIPD03 CD17_2020,27,51,13,38,31,0.45,45,74.50980392156863
6_Marini_UNIPD03 CD20_2020,17,44,8,29,31,0.45,45,65.9090909090909
6_Marini_UNIPD03 CD22_2020,22,24,10,16,31,0.45,45,66.66666666666667
6_Marini_UNIPD03 CD23_2020,23,39,11,25,31,0.45,45,64.1025641025641
6_Marini_UNIPD03 CD26_2020,11,26,5,5,31,0.45,45,19.23076923076923
6_Marini_UNIPD03 CD27_2020,23,34,11,19,31,0.45,45,55.88235294117647
6_Marini_UNIPD03 CD28_2020,27,42,13,31,31,0.45,45,73.80952380952381
6_Marini_UNIPD03 CD29_2020,21,35,10,14,31,0.45,45,40
6_Marini_UNIPD03 CD2_2020,10,22,5,14,31,0.45,45,63.63636363636363
6_Marini_UNIPD03 CD34_2020,14,45,7,15,31,0.45,45,33.333333333333336
6_Marini_UNIPD03 D11_2020,13,28,6,20,31,0.45,45,71.42857142857143
6_Marini_UNIPD03 D17_2020,10,26,5,13,31,0.45,45,50
6_Marini_UNIPD03 D21_2020,11,23,5,19,31,0.45,45,82.6086956521739
6_Marini_UNIPD03 D24_2020,17,33,8,24,31,0.45,45,72.72727272727273
6_Marini_UNIPD03 D28_2020,19,32,9,14,31,0.45,45,43.75
6_Marini_UNIPD03 D29_2020,15,28,7,23,31,0.45,45,82.14285714285714
6_Marini_UNIPD03 D34_2020,13,37,6,19,31,0.45,45,51.351351351351354
6_Marini_UNIPD03 D35_2020,13,24,6,18,31,0.45,45,75
6_Marini_UNIPD03 D5_2020,17,30,8,11,31,0.45,45,36.666666666666664
6_Marini_UNIPD03 D8_2020,11,18,5,16,31,0.45,45,88.88888888888889
6_Marini_UNIPD03 E14_2020,19,34,9,16,31,0.45,45,47.05882352941177
6_Marini_UNIPD03 E19_2020,19,28,9,22,31,0.45,45,78.57142857142857
6_Marini_UNIPD03 E25_2020,17,24,8,14,31,0.45,45,58.333333333333336
6_Marini_UNIPD03 E26_2020,24,45,11,34,31,0.45,45,75.55555555555556
6_Marini_UNIPD03 E31_2020,13,22,6,12,31,0.45,45,54.54545454545455
6_Marini_UNIPD03 E32_2020,10,20,5,12,31,0.45,45,60
6_Marini_UNIPD03 E33_2020,13,40,6,18,31,0.45,45,45
6_Marini_UNIPD03 E35_2020,14,36,7,32,31,0.45,45,88.88888888888889
6_Marini_UNIPD03 E36_2020,11,42,5,36,31,0.45,45,85.71428571428571
7_Scheper_Chize_10_Field_boundary_2015,37,22,17,10,31,0.45,45,45.45454545454545
7_Scheper_Chize_12_Field_boundary_2015,34,34,16,23,31,0.45,45,67.6470588235294
7_Scheper_Chize_14_Field_boundary_2015,35,38,16,5,31,0.45,45,13.157894736842104
7_Scheper_Chize_19_Field_boundary_2015,32,22,15,14,31,0.45,45,63.63636363636363
7_Scheper_Chize_1_Field_boundary_2015,25,22,12,14,31,0.45,45,63.63636363636363
7_Scheper_Chize_1_Grassland_2015,14,22,7,5,31,0.45,45,22.727272727272727
7_Scheper_Chize_25_Field_boundary_2015,31,27,14,5,31,0.45,45,18.51851851851852
7_Scheper_Chize_4_Field_boundary_2015,25,21,12,11,31,0.45,45,52.38095238095238
7_Scheper_Chize_5_Field_boundary_2015,32,21,15,16,31,0.45,45,76.19047619047619
7_Scheper_Chize_6_Field_boundary_2015,31,35,14,19,31,0.45,45,54.285714285714285
11_Clough_ASK_2021_2021,16,19,8,8,31,0.5,50,42.10526315789474
11_Clough_HAM_2021_2021,24,38,12,31,31,0.5,50,81.57894736842105
11_Clough_KOM_2021_2021,22,23,11,13,31,0.5,50,56.52173913043478
11_Clough_LOB_2021_2021,21,19,11,8,31,0.5,50,42.10526315789474
11_Clough_PET_2021_2021,30,36,15,22,31,0.5,50,61.111111111111114
11_Clough_TAG_2021_2021,28,35,14,21,31,0.5,50,60
12_Ockinger_Norrang_Ryckelsby_Og,25,21,13,16,31,0.5,50,76.19047619047619
