Study_Network_id,n_plants_total,total_pollinator_richness,n_plants_sampled,captured_pollinator_richness,repetition,sampling_proportion,sampling_percent,pollinator_richness_captured_percent
12_Ockinger_Sattra_Og,26,11,13,8,31,0.5,50,72.72727272727273
12_Ockinger_St_Tadinge,28,18,14,11,31,0.5,50,61.111111111111114
12_Ockinger_Tjalinge_Skogstibble,35,18,18,8,31,0.5,50,44.44444444444444
20_Hoiss_H5_2010,25,81,13,41,31,0.5,50,50.617283950617285
20_Hoiss_H6_2010,36,36,18,15,31,0.5,50,41.666666666666664
20_Hoiss_H7_2010,31,38,16,19,31,0.5,50,50
20_Hoiss_HO1_2010,30,52,15,16,31,0.5,50,30.76923076923077
20_Hoiss_HO5_2010,50,57,25,37,31,0.5,50,64.91228070175438
20_Hoiss_T4_2010,32,61,16,36,31,0.5,50,59.01639344262295
22_Kallnik_h1_2012,87,11,44,7,31,0.5,50,63.63636363636363
22_Kallnik_h2_2011,54,11,27,11,31,0.5,50,100
22_Kallnik_h3_2011,71,10,36,7,31,0.5,50,70
22_Kallnik_h4_2010,96,10,48,8,31,0.5,50,80
22_Kallnik_h4_2011,85,10,43,9,31,0.5,50,90
22_Kallnik_h5_2011,54,11,27,10,31,0.5,50,90.9090909090909
22_Kallnik_h5_2012,78,11,39,9,31,0.5,50,81.81818181818181
22_Kallnik_h6_2011,69,10,35,7,31,0.5,50,70
22_Kallnik_h7_2011,63,10,32,8,31,0.5,50,80
22_Kallnik_ho2_2011,68,10,34,10,31,0.5,50,100
22_Kallnik_ho3_2011,49,12,25,11,31,0.5,50,91.66666666666667
22_Kallnik_ho3_2012,61,10,31,9,31,0.5,50,90
22_Kallnik_ho4_2010,76,10,38,7,31,0.5,50,70
22_Kallnik_ho4_2011,71,13,36,13,31,0.5,50,100
22_Kallnik_ho4_2012,79,12,40,11,31,0.5,50,91.66666666666667
22_Kallnik_ho5_2011,59,12,30,11,31,0.5,50,91.66666666666667
22_Kallnik_wma3_2011,53,10,27,9,31,0.5,50,90
22_Kallnik_wma3_2012,71,10,36,8,31,0.5,50,80
22_Kallnik_wma4_2011,50,11,25,8,31,0.5,50,72.72727272727273
22_Kallnik_wma5_2011,55,10,28,8,31,0.5,50,80
22_Kallnik_wmb1_2012,92,11,46,10,31,0.5,50,90.9090909090909
22_Kallnik_wmb2_2011,89,12,45,10,31,0.5,50,83.33333333333333
22_Kallnik_wmb2_2012,108,11,54,7,31,0.5,50,63.63636363636363
22_Kallnik_wmb3_2011,90,10,45,9,31,0.5,50,90
22_Kallnik_wmb3_2012,106,10,53,9,31,0.5,50,90
22_Kallnik_wmb4_2010,84,12,42,10,31,0.5,50,83.33333333333333
22_Kallnik_wmb4_2011,78,13,39,10,31,0.5,50,76.92307692307692
22_Kallnik_wmb4_2012,87,11,44,10,31,0.5,50,90.9090909090909
22_Kallnik_wmb5_2010,91,11,46,10,31,0.5,50,90.9090909090909
22_Kallnik_wmb5_2011,82,11,41,11,31,0.5,50,100
22_Kallnik_wmb5_2012,90,11,45,9,31,0.5,50,81.81818181818181
28_Sutter_10_2013,44,16,22,12,31,0.5,50,75
28_Sutter_11_2013,38,14,19,9,31,0.5,50,64.28571428571429
28_Sutter_12_2013,34,12,17,11,31,0.5,50,91.66666666666667
28_Sutter_13_2013,45,13,23,10,31,0.5,50,76.92307692307692
28_Sutter_13_2014,30,11,15,8,31,0.5,50,72.72727272727273
28_Sutter_14_2013,20,12,10,2,31,0.5,50,16.666666666666668
28_Sutter_17_2013,47,17,24,12,31,0.5,50,70.58823529411765
28_Sutter_19_2013,35,20,18,12,31,0.5,50,60
28_Sutter_1_2013,46,14,23,10,31,0.5,50,71.42857142857143
28_Sutter_20_2013,24,15,12,11,31,0.5,50,73.33333333333333
28_Sutter_21_2013,43,16,22,9,31,0.5,50,56.25
28_Sutter_2_2013,29,15,15,14,31,0.5,50,93.33333333333333
28_Sutter_3_2013,34,21,17,7,31,0.5,50,33.333333333333336
28_Sutter_5_2013,50,23,25,18,31,0.5,50,78.26086956521739
28_Sutter_8_2013,34,17,17,10,31,0.5,50,58.8235294117647
28_Sutter_8_2014,22,18,11,5,31,0.5,50,27.77777777777778
29_Magrach_Gibraleon_2011,16,27,8,16,31,0.5,50,59.25925925925926
29_Magrach_Gravera_2011,18,25,9,16,31,0.5,50,64
29_Magrach_Niebla_2011,18,31,9,11,31,0.5,50,35.483870967741936
29_Magrach_Niebla_2012,21,26,11,9,31,0.5,50,34.61538461538461
29_Magrach_Villablanca_2011,18,22,9,11,31,0.5,50,50
2_Petanidou_Armolia_2015,37,73,19,29,31,0.5,50,39.726027397260275
2_Petanidou_Emborios_2015,21,80,11,49,31,0.5,50,61.25
2_Petanidou_Gridia_2015,38,73,19,66,31,0.5,50,90.41095890410959
2_Petanidou_Kato Fana_2015,14,60,7,48,31,0.5,50,80
2_Petanidou_Palios Katarraktis_2015,39,73,20,55,31,0.5,50,75.34246575342466
2_Petanidou_Vessa 2_2015,28,98,14,66,31,0.5,50,67.34693877551021
30_Smith_lsk48_2012,30,22,15,10,31,0.5,50,45.45454545454545
30_Smith_lsk57_2011,33,20,17,12,31,0.5,50,60
30_Smith_lsk73_2012,28,19,14,10,31,0.5,50,52.63157894736842
30_Smith_lsk74_2012,27,26,14,2,31,0.5,50,7.6923076923076925
30_Smith_lsk77_2011,22,19,11,11,31,0.5,50,57.89473684210526
30_Smith_lsk77_2012,42,25,21,14,31,0.5,50,56
31_Roberts_Hunt_2013,44,12,22,6,31,0.5,50,50
31_Roberts_Jefferies_2013,31,13,16,5,31,0.5,50,38.46153846153846
31_Roberts_Livingstone_far_2012,30,12,15,7,31,0.5,50,58.333333333333336
31_Roberts_Livingstone_house_2012,30,14,15,7,31,0.5,50,50
31_Roberts_Mearns_2013,32,19,16,9,31,0.5,50,47.36842105263158
31_Roberts_White_left_2012,42,19,21,7,31,0.5,50,36.8421052631579
36_Larkin_Barracks.Lyan.Co.Clare_13.2017_GS1,13,11,7,8,31,0.5,50,72.72727272727273
36_Larkin_Glencolumbkille.South.Carron.Co.Clare_20.2017_GS1,12,13,6,10,31,0.5,50,76.92307692307692
37_White_An,15,23,8,13,31,0.5,50,56.52173913043478
37_White_Bl,19,27,10,18,31,0.5,50,66.66666666666667
37_White_Bn,20,26,10,13,31,0.5,50,50
37_White_CW,26,33,13,20,31,0.5,50,60.60606060606061
37_White_Ce,18,20,9,15,31,0.5,50,75
37_White_Cn,29,34,15,30,31,0.5,50,88.23529411764706
37_White_ED,13,19,7,12,31,0.5,50,63.1578947368421
37_White_Fs,22,21,11,17,31,0.5,50,80.95238095238095
37_White_JK,25,24,13,12,31,0.5,50,50
37_White_Kr,29,17,15,13,31,0.5,50,76.47058823529412
37_White_ND,25,22,13,16,31,0.5,50,72.72727272727273
37_White_NG,21,25,11,15,31,0.5,50,60
37_White_Pn,12,17,6,8,31,0.5,50,47.05882352941177
37_White_WD,15,23,8,9,31,0.5,50,39.130434782608695
38_Maurer_A1,47,27,24,22,31,0.5,50,81.48148148148148
38_Maurer_A2,76,40,38,26,31,0.5,50,65
38_Maurer_A3,69,31,35,21,31,0.5,50,67.74193548387096
38_Maurer_A4,58,31,29,8,31,0.5,50,25.806451612903224
38_Maurer_R1,72,42,36,30,31,0.5,50,71.42857142857143
38_Maurer_R2,54,51,27,25,31,0.5,50,49.01960784313726
38_Maurer_R3,95,48,48,27,31,0.5,50,56.25
38_Maurer_R4,66,37,33,28,31,0.5,50,75.67567567567568
38_Maurer_U2,113,64,57,41,31,0.5,50,64.0625
38_Maurer_U3,92,49,46,32,31,0.5,50,65.3061224489796
39_Schweiger_I1_ruderal_1_2021,23,20,12,13,31,0.5,50,65
39_Schweiger_I2_semi.natural.grass_5_2021,18,27,9,14,31,0.5,50,51.851851851851855
39_Schweiger_I2_woodland.scrub_1_2021,23,22,12,10,31,0.5,50,45.45454545454545
39_Schweiger_I4_woodland.scrub_3_2021,22,21,11,5,31,0.5,50,23.80952380952381
39_Schweiger_R1_semi.natural.grass_4_2021,15,23,8,14,31,0.5,50,60.869565217391305
39_Schweiger_R4_semi.natural.grass_2_2021,11,25,6,20,31,0.5,50,80
40_Knight_Ghe_ari_2017,30,129,15,98,31,0.5,50,75.96899224806202
41_Knight_1 wooded meadow_2018,39,37,20,21,31,0.5,50,56.75675675675676
41_Knight_2 alvar pasture_2018,32,17,16,12,31,0.5,50,70.58823529411765
41_Knight_3 alvar pasture_2018,21,34,11,30,31,0.5,50,88.23529411764706
41_Knight_4 wooded meadow_2018,30,23,15,11,31,0.5,50,47.82608695652174
41_Knight_5 wooded meadow_2018,27,47,14,31,31,0.5,50,65.95744680851064
41_Knight_6 alvar pasture_2018,37,23,19,13,31,0.5,50,56.52173913043478
42_Knight_M1Restored_2019,45,25,23,9,31,0.5,50,36
42_Knight_M2Natural_2019,31,19,16,14,31,0.5,50,73.6842105263158
42_Knight_M3Natural_2019,37,17,19,10,31,0.5,50,58.8235294117647
42_Knight_M4Restored_2019,33,19,17,14,31,0.5,50,73.6842105263158
42_Knight_M5Restored_2019,37,21,19,9,31,0.5,50,42.857142857142854
42_Knight_M6Natural_2019,47,35,24,19,31,0.5,50,54.285714285714285
42_Knight_M8Restored_2019,32,15,16,10,31,0.5,50,66.66666666666667
44_Knight_M11_2018,46,33,23,23,31,0.5,50,69.6969696969697
44_Knight_M12_2018,43,55,22,29,31,0.5,50,52.72727272727273
44_Knight_M13_2018,32,23,16,18,31,0.5,50,78.26086956521739
44_Knight_M15_2018,45,58,23,27,31,0.5,50,46.55172413793103
44_Knight_M16_2018,50,50,25,37,31,0.5,50,74
44_Knight_M17_2018,33,48,17,25,31,0.5,50,52.083333333333336
44_Knight_M18_2018,39,44,20,21,31,0.5,50,47.72727272727273
44_Knight_M1_2018,23,37,12,17,31,0.5,50,45.945945945945944
44_Knight_M3_2018,57,63,29,31,31,0.5,50,49.20634920634921
44_Knight_M4_2018,46,56,23,39,31,0.5,50,69.64285714285714
44_Knight_M6_2018,69,33,35,21,31,0.5,50,63.63636363636363
44_Knight_M8_2018,67,41,34,31,31,0.5,50,75.60975609756098
45_Knight_Hermanovice_meadow_2018,32,47,16,37,31,0.5,50,78.72340425531915
45_Knight_HorniGrunt_meadow_2018,26,38,13,24,31,0.5,50,63.1578947368421
45_Knight_Mnichov_meadow_2018,29,53,15,18,31,0.5,50,33.9622641509434
46_Knight_Gora_Gipsowa_2018,37,41,19,17,31,0.5,50,41.46341463414634
47_Benadi_1,81,190,41,127,31,0.5,50,66.84210526315789
47_Benadi_2,54,162,27,124,31,0.5,50,76.54320987654322
47_Benadi_3,67,150,34,112,31,0.5,50,74.66666666666667
47_Benadi_4,55,144,28,90,31,0.5,50,62.5
47_Benadi_5,68,131,34,72,31,0.5,50,54.961832061068705
47_Benadi_6,63,96,32,86,31,0.5,50,89.58333333333333
4_Marini_UNIPD01 A_2018,23,69,12,27,31,0.5,50,39.130434782608695
4_Marini_UNIPD01 An_2018,27,54,14,28,31,0.5,50,51.851851851851855
4_Marini_UNIPD01 B_2018,29,58,15,19,31,0.5,50,32.758620689655174
4_Marini_UNIPD01 Bn_2018,32,90,16,46,31,0.5,50,51.111111111111114
4_Marini_UNIPD01 C_2018,37,67,19,52,31,0.5,50,77.61194029850746
4_Marini_UNIPD01 Cn_2018,30,65,15,48,31,0.5,50,73.84615384615384
4_Marini_UNIPD01 E_2018,46,73,23,43,31,0.5,50,58.9041095890411
4_Marini_UNIPD01 En_2018,40,67,20,41,31,0.5,50,61.19402985074627
4_Marini_UNIPD01 F_2018,25,32,13,23,31,0.5,50,71.875
4_Marini_UNIPD01 Fn_2018,29,31,15,14,31,0.5,50,45.16129032258065
4_Marini_UNIPD01 G_2018,25,56,13,35,31,0.5,50,62.5
4_Marini_UNIPD01 Gn_2018,28,45,14,35,31,0.5,50,77.77777777777777
4_Marini_UNIPD01 H_2018,50,98,25,65,31,0.5,50,66.3265306122449
4_Marini_UNIPD01 Hn_2018,38,82,19,62,31,0.5,50,75.60975609756098
4_Marini_UNIPD01 I_2018,33,74,17,43,31,0.5,50,58.108108108108105
4_Marini_UNIPD01 In_2018,44,93,22,63,31,0.5,50,67.74193548387096
50_Hervias-Parejo_Cala Tirant_2021,18,77,9,39,31,0.5,50,50.64935064935065
50_Hervias-Parejo_Llucalari_2021,11,62,6,41,31,0.5,50,66.12903225806451
50_Hervias-Parejo_Sa Bassa_2021,15,81,8,41,31,0.5,50,50.617283950617285
50_Hervias-Parejo_Salinas_2021,27,95,14,61,31,0.5,50,64.21052631578948
50_Hervias-Parejo_Torre Fornells_2021,21,83,11,49,31,0.5,50,59.036144578313255
50_Hervias-Parejo_coast Son Bou_2021,10,46,5,25,31,0.5,50,54.34782608695652
51_Petanidou_Pyrgos_2013,39,66,20,41,31,0.5,50,62.121212121212125
51_Petanidou_Sigri 3_2012,28,51,14,22,31,0.5,50,43.13725490196079
54_Lazaro_AloeVera_2018_2018,11,60,6,39,31,0.5,50,65
54_Lazaro_SonBaco_2018_2018,14,73,7,65,31,0.5,50,89.04109589041096
54_Lazaro_SonMutNou_2018_2018,12,69,6,58,31,0.5,50,84.05797101449275
54_Lazaro_UIB_2018_2018,20,72,10,41,31,0.5,50,56.94444444444444
5_Marini_UNIPD02 AA_2019,24,24,12,11,31,0.5,50,45.833333333333336
5_Marini_UNIPD02 AB_2019,26,16,13,8,31,0.5,50,50
5_Marini_UNIPD02 AC_2019,31,23,16,11,31,0.5,50,47.82608695652174
5_Marini_UNIPD02 AD_2019,20,14,10,7,31,0.5,50,50
5_Marini_UNIPD02 AE_2019,19,35,10,27,31,0.5,50,77.14285714285714
5_Marini_UNIPD02 AF_2019,16,24,8,7,31,0.5,50,29.166666666666668
5_Marini_UNIPD02 AG_2019,25,52,13,31,31,0.5,50,59.61538461538461
5_Marini_UNIPD02 AH_2019,22,35,11,17,31,0.5,50,48.57142857142857
5_Marini_UNIPD02 AI_2019,21,16,11,5,31,0.5,50,31.25
5_Marini_UNIPD02 AJ_2019,10,31,5,11,31,0.5,50,35.483870967741936
5_Marini_UNIPD02 AK_2019,10,21,5,9,31,0.5,50,42.857142857142854
5_Marini_UNIPD02 AL_2019,27,39,14,26,31,0.5,50,66.66666666666667
5_Marini_UNIPD02 AM_2019,31,34,16,15,31,0.5,50,44.11764705882353
5_Marini_UNIPD02 AN_2019,12,20,6,15,31,0.5,50,75
5_Marini_UNIPD02 AO_2019,18,29,9,13,31,0.5,50,44.827586206896555
5_Marini_UNIPD02 AP_2019,16,18,8,13,31,0.5,50,72.22222222222223
5_Marini_UNIPD02 AQ_2019,15,24,8,15,31,0.5,50,62.5
5_Marini_UNIPD02 AS_2019,14,22,7,15,31,0.5,50,68.18181818181819
5_Marini_UNIPD02 AT_2019,16,26,8,21,31,0.5,50,80.76923076923077
5_Marini_UNIPD02 AV_2019,10,13,5,10,31,0.5,50,76.92307692307692
5_Marini_UNIPD02 A_2019,17,35,9,25,31,0.5,50,71.42857142857143
5_Marini_UNIPD02 B_2019,21,32,11,16,31,0.5,50,50
5_Marini_UNIPD02 C_2019,19,35,10,15,31,0.5,50,42.857142857142854
5_Marini_UNIPD02 D_2019,17,32,9,15,31,0.5,50,46.875
5_Marini_UNIPD02 E_2019,12,32,6,23,31,0.5,50,71.875
5_Marini_UNIPD02 G_2019,19,27,10,15,31,0.5,50,55.55555555555556
5_Marini_UNIPD02 H_2019,15,21,8,9,31,0.5,50,42.857142857142854
5_Marini_UNIPD02 I_2019,16,35,8,25,31,0.5,50,71.42857142857143
5_Marini_UNIPD02 K_2019,16,31,8,21,31,0.5,50,67.74193548387096
5_Marini_UNIPD02 L_2019,13,20,7,10,31,0.5,50,50
5_Marini_UNIPD02 M_2019,26,35,13,24,31,0.5,50,68.57142857142857
5_Marini_UNIPD02 N_2019,17,20,9,11,31,0.5,50,55
5_Marini_UNIPD02 O_2019,19,31,10,18,31,0.5,50,58.064516129032256
5_Marini_UNIPD02 P_2019,15,24,8,14,31,0.5,50,58.333333333333336
5_Marini_UNIPD02 Q_2019,18,22,9,16,31,0.5,50,72.72727272727273
5_Marini_UNIPD02 S_2019,22,31,11,21,31,0.5,50,67.74193548387096
5_Marini_UNIPD02 T_2019,21,18,11,12,31,0.5,50,66.66666666666667
5_Marini_UNIPD02 U_2019,28,23,14,7,31,0.5,50,30.434782608695652
5_Marini_UNIPD02 V_2019,29,39,15,18,31,0.5,50,46.15384615384615
5_Marini_UNIPD02 W_2019,21,36,11,30,31,0.5,50,83.33333333333333
5_Marini_UNIPD02 X_2019,27,41,14,15,31,0.5,50,36.58536585365854
5_Marini_UNIPD02 Y_2019,20,45,10,19,31,0.5,50,42.22222222222222
5_Marini_UNIPD02 Z_2019,15,27,8,18,31,0.5,50,66.66666666666667
6_Marini_UNIPD03 CD13_2020,13,25,7,12,31,0.5,50,48
6_Marini_UNIPD03 CD14_2020,18,30,9,20,31,0.5,50,66.66666666666667
6_Marini_UNIPD03 CD15_2020,24,43,12,38,31,0.5,50,88.37209302325581
6_Marini_UNIPD03 CD16_2020,26,52,13,32,31,0.5,50,61.53846153846154
6_Marini_UNIPD03 CD17_2020,27,51,14,28,31,0.5,50,54.90196078431372
6_Marini_UNIPD03 CD20_2020,17,44,9,23,31,0.5,50,52.27272727272727
6_Marini_UNIPD03 CD22_2020,22,24,11,16,31,0.5,50,66.66666666666667
6_Marini_UNIPD03 CD23_2020,23,39,12,29,31,0.5,50,74.35897435897436
6_Marini_UNIPD03 CD26_2020,11,26,6,15,31,0.5,50,57.69230769230769
6_Marini_UNIPD03 CD27_2020,23,34,12,27,31,0.5,50,79.41176470588235
6_Marini_UNIPD03 CD28_2020,27,42,14,26,31,0.5,50,61.904761904761905
6_Marini_UNIPD03 CD29_2020,21,35,11,31,31,0.5,50,88.57142857142857
6_Marini_UNIPD03 CD2_2020,10,22,5,14,31,0.5,50,63.63636363636363
6_Marini_UNIPD03 CD34_2020,14,45,7,33,31,0.5,50,73.33333333333333
6_Marini_UNIPD03 D11_2020,13,28,7,23,31,0.5,50,82.14285714285714
6_Marini_UNIPD03 D17_2020,10,26,5,10,31,0.5,50,38.46153846153846
6_Marini_UNIPD03 D21_2020,11,23,6,14,31,0.5,50,60.869565217391305
6_Marini_UNIPD03 D24_2020,17,33,9,23,31,0.5,50,69.6969696969697
6_Marini_UNIPD03 D28_2020,19,32,10,19,31,0.5,50,59.375
6_Marini_UNIPD03 D29_2020,15,28,8,25,31,0.5,50,89.28571428571429
6_Marini_UNIPD03 D34_2020,13,37,7,29,31,0.5,50,78.37837837837837
6_Marini_UNIPD03 D35_2020,13,24,7,19,31,0.5,50,79.16666666666667
6_Marini_UNIPD03 D5_2020,17,30,9,22,31,0.5,50,73.33333333333333
6_Marini_UNIPD03 D8_2020,11,18,6,17,31,0.5,50,94.44444444444444
6_Marini_UNIPD03 E14_2020,19,34,10,28,31,0.5,50,82.3529411764706
6_Marini_UNIPD03 E19_2020,19,28,10,16,31,0.5,50,57.142857142857146
6_Marini_UNIPD03 E25_2020,17,24,9,9,31,0.5,50,37.5
6_Marini_UNIPD03 E26_2020,24,45,12,34,31,0.5,50,75.55555555555556
6_Marini_UNIPD03 E31_2020,13,22,7,16,31,0.5,50,72.72727272727273
6_Marini_UNIPD03 E32_2020,10,20,5,12,31,0.5,50,60
6_Marini_UNIPD03 E33_2020,13,40,7,30,31,0.5,50,75
6_Marini_UNIPD03 E35_2020,14,36,7,30,31,0.5,50,83.33333333333333
6_Marini_UNIPD03 E36_2020,11,42,6,33,31,0.5,50,78.57142857142857
7_Scheper_Chize_10_Field_boundary_2015,37,22,19,8,31,0.5,50,36.36363636363637
7_Scheper_Chize_12_Field_boundary_2015,34,34,17,17,31,0.5,50,50
7_Scheper_Chize_14_Field_boundary_2015,35,38,18,12,31,0.5,50,31.57894736842105
7_Scheper_Chize_19_Field_boundary_2015,32,22,16,15,31,0.5,50,68.18181818181819
7_Scheper_Chize_1_Field_boundary_2015,25,22,13,9,31,0.5,50,40.90909090909091
7_Scheper_Chize_1_Grassland_2015,14,22,7,16,31,0.5,50,72.72727272727273
7_Scheper_Chize_25_Field_boundary_2015,31,27,16,13,31,0.5,50,48.148148148148145
7_Scheper_Chize_4_Field_boundary_2015,25,21,13,8,31,0.5,50,38.095238095238095
7_Scheper_Chize_5_Field_boundary_2015,32,21,16,10,31,0.5,50,47.61904761904762
7_Scheper_Chize_6_Field_boundary_2015,31,35,16,15,31,0.5,50,42.857142857142854
11_Clough_ASK_2021_2021,16,19,9,15,31,0.55,55.00000000000001,78.94736842105263
11_Clough_HAM_2021_2021,24,38,14,38,31,0.55,55.00000000000001,100
11_Clough_KOM_2021_2021,22,23,13,22,31,0.55,55.00000000000001,95.65217391304348
11_Clough_LOB_2021_2021,21,19,12,17,31,0.55,55.00000000000001,89.47368421052632
11_Clough_PET_2021_2021,30,36,17,30,31,0.55,55.00000000000001,83.33333333333333
11_Clough_TAG_2021_2021,28,35,16,26,31,0.55,55.00000000000001,74.28571428571429
12_Ockinger_Norrang_Ryckelsby_Og,25,21,14,18,31,0.55,55.00000000000001,85.71428571428571
12_Ockinger_Sattra_Og,26,11,15,7,31,0.55,55.00000000000001,63.63636363636363
12_Ockinger_St_Tadinge,28,18,16,13,31,0.55,55.00000000000001,72.22222222222223
12_Ockinger_Tjalinge_Skogstibble,35,18,20,10,31,0.55,55.00000000000001,55.55555555555556
20_Hoiss_H5_2010,25,81,14,37,31,0.55,55.00000000000001,45.67901234567901
20_Hoiss_H6_2010,36,36,20,26,31,0.55,55.00000000000001,72.22222222222223
20_Hoiss_H7_2010,31,38,18,16,31,0.55,55.00000000000001,42.10526315789474
20_Hoiss_HO1_2010,30,52,17,16,31,0.55,55.00000000000001,30.76923076923077
20_Hoiss_HO5_2010,50,57,28,37,31,0.55,55.00000000000001,64.91228070175438
20_Hoiss_T4_2010,32,61,18,36,31,0.55,55.00000000000001,59.01639344262295
22_Kallnik_h1_2012,87,11,48,11,31,0.55,55.00000000000001,100
22_Kallnik_h2_2011,54,11,30,9,31,0.55,55.00000000000001,81.81818181818181
22_Kallnik_h3_2011,71,10,40,10,31,0.55,55.00000000000001,100
22_Kallnik_h4_2010,96,10,53,7,31,0.55,55.00000000000001,70
22_Kallnik_h4_2011,85,10,47,9,31,0.55,55.00000000000001,90
22_Kallnik_h5_2011,54,11,30,11,31,0.55,55.00000000000001,100
22_Kallnik_h5_2012,78,11,43,9,31,0.55,55.00000000000001,81.81818181818181
22_Kallnik_h6_2011,69,10,38,7,31,0.55,55.00000000000001,70
22_Kallnik_h7_2011,63,10,35,8,31,0.55,55.00000000000001,80
22_Kallnik_ho2_2011,68,10,38,9,31,0.55,55.00000000000001,90
22_Kallnik_ho3_2011,49,12,27,11,31,0.55,55.00000000000001,91.66666666666667
22_Kallnik_ho3_2012,61,10,34,10,31,0.55,55.00000000000001,100
22_Kallnik_ho4_2010,76,10,42,7,31,0.55,55.00000000000001,70
22_Kallnik_ho4_2011,71,13,40,12,31,0.55,55.00000000000001,92.3076923076923
22_Kallnik_ho4_2012,79,12,44,10,31,0.55,55.00000000000001,83.33333333333333
22_Kallnik_ho5_2011,59,12,33,10,31,0.55,55.00000000000001,83.33333333333333
22_Kallnik_wma3_2011,53,10,30,8,31,0.55,55.00000000000001,80
22_Kallnik_wma3_2012,71,10,40,8,31,0.55,55.00000000000001,80
22_Kallnik_wma4_2011,50,11,28,7,31,0.55,55.00000000000001,63.63636363636363
22_Kallnik_wma5_2011,55,10,31,10,31,0.55,55.00000000000001,100
22_Kallnik_wmb1_2012,92,11,51,9,31,0.55,55.00000000000001,81.81818181818181
22_Kallnik_wmb2_2011,89,12,49,10,31,0.55,55.00000000000001,83.33333333333333
22_Kallnik_wmb2_2012,108,11,60,10,31,0.55,55.00000000000001,90.9090909090909
22_Kallnik_wmb3_2011,90,10,50,8,31,0.55,55.00000000000001,80
22_Kallnik_wmb3_2012,106,10,59,10,31,0.55,55.00000000000001,100
22_Kallnik_wmb4_2010,84,12,47,10,31,0.55,55.00000000000001,83.33333333333333
22_Kallnik_wmb4_2011,78,13,43,7,31,0.55,55.00000000000001,53.84615384615385
22_Kallnik_wmb4_2012,87,11,48,10,31,0.55,55.00000000000001,90.9090909090909
22_Kallnik_wmb5_2010,91,11,51,11,31,0.55,55.00000000000001,100
22_Kallnik_wmb5_2011,82,11,46,9,31,0.55,55.00000000000001,81.81818181818181
22_Kallnik_wmb5_2012,90,11,50,8,31,0.55,55.00000000000001,72.72727272727273
28_Sutter_10_2013,44,16,25,10,31,0.55,55.00000000000001,62.5
28_Sutter_11_2013,38,14,21,11,31,0.55,55.00000000000001,78.57142857142857
28_Sutter_12_2013,34,12,19,12,31,0.55,55.00000000000001,100
28_Sutter_13_2013,45,13,25,9,31,0.55,55.00000000000001,69.23076923076923
28_Sutter_13_2014,30,11,17,7,31,0.55,55.00000000000001,63.63636363636363
28_Sutter_14_2013,20,12,11,5,31,0.55,55.00000000000001,41.666666666666664
28_Sutter_17_2013,47,17,26,13,31,0.55,55.00000000000001,76.47058823529412
28_Sutter_19_2013,35,20,20,16,31,0.55,55.00000000000001,80
28_Sutter_1_2013,46,14,26,11,31,0.55,55.00000000000001,78.57142857142857
28_Sutter_20_2013,24,15,14,7,31,0.55,55.00000000000001,46.666666666666664
28_Sutter_21_2013,43,16,24,7,31,0.55,55.00000000000001,43.75
28_Sutter_2_2013,29,15,16,9,31,0.55,55.00000000000001,60
28_Sutter_3_2013,34,21,19,16,31,0.55,55.00000000000001,76.19047619047619
28_Sutter_5_2013,50,23,28,18,31,0.55,55.00000000000001,78.26086956521739
28_Sutter_8_2013,34,17,19,8,31,0.55,55.00000000000001,47.05882352941177
28_Sutter_8_2014,22,18,13,6,31,0.55,55.00000000000001,33.333333333333336
29_Magrach_Gibraleon_2011,16,27,9,14,31,0.55,55.00000000000001,51.851851851851855
29_Magrach_Gravera_2011,18,25,10,9,31,0.55,55.00000000000001,36
29_Magrach_Niebla_2011,18,31,10,19,31,0.55,55.00000000000001,61.29032258064516
29_Magrach_Niebla_2012,21,26,12,23,31,0.55,55.00000000000001,88.46153846153847
29_Magrach_Villablanca_2011,18,22,10,14,31,0.55,55.00000000000001,63.63636363636363
2_Petanidou_Armolia_2015,37,73,21,59,31,0.55,55.00000000000001,80.82191780821918
2_Petanidou_Emborios_2015,21,80,12,64,31,0.55,55.00000000000001,80
2_Petanidou_Gridia_2015,38,73,21,37,31,0.55,55.00000000000001,50.68493150684932
2_Petanidou_Kato Fana_2015,14,60,8,18,31,0.55,55.00000000000001,30
2_Petanidou_Palios Katarraktis_2015,39,73,22,41,31,0.55,55.00000000000001,56.16438356164384
2_Petanidou_Vessa 2_2015,28,98,16,77,31,0.55,55.00000000000001,78.57142857142857
30_Smith_lsk48_2012,30,22,17,10,31,0.55,55.00000000000001,45.45454545454545
30_Smith_lsk57_2011,33,20,19,14,31,0.55,55.00000000000001,70
30_Smith_lsk73_2012,28,19,16,10,31,0.55,55.00000000000001,52.63157894736842
30_Smith_lsk74_2012,27,26,15,18,31,0.55,55.00000000000001,69.23076923076923
30_Smith_lsk77_2011,22,19,13,17,31,0.55,55.00000000000001,89.47368421052632
30_Smith_lsk77_2012,42,25,24,15,31,0.55,55.00000000000001,60
31_Roberts_Hunt_2013,44,12,25,2,31,0.55,55.00000000000001,16.666666666666668
31_Roberts_Jefferies_2013,31,13,18,3,31,0.55,55.00000000000001,23.076923076923077
31_Roberts_Livingstone_far_2012,30,12,17,8,31,0.55,55.00000000000001,66.66666666666667
31_Roberts_Livingstone_house_2012,30,14,17,11,31,0.55,55.00000000000001,78.57142857142857
31_Roberts_Mearns_2013,32,19,18,6,31,0.55,55.00000000000001,31.57894736842105
